Popularity,Song,URL,Year,lyrics
3,Forever,http://www.metrolyrics.com/forever-lyrics-mariah-carey.html,2006,"Those days of love are gone Our time is through Still I burn on and on All of my life only for you From now until forever And ever, my darling, forever You will always be the only one You will always be the only one As long as I shall live I'll hold you dear And I will reminisce Of our love all through the years From now until forever And ever, my darling, forever You will always be the only one You will always be the only one If you should ever need me Unfailingly, I will return To your arms And unburden your heart And if you should remember That we belong together Never be ashamed, call my name Tell me I'm the one you treasure Forever and ever My darling forever You will always be the only one You will always be the only one Oh baby, you will always be the only one Forever, you will always be the only one Forever, you will always be the only one Forever, you will always be the only one Forever, you will always be the only one you will always be the only one ..."
3,Fourth Of July,http://www.metrolyrics.com/fourth-of-july-lyrics-mariah-carey.html,2006,Trembling Starry eyed As you put your hand in mine... It was twilight On the Fourth of July Sparkling colors were Strewn across the sky And we sat close enough That we just barely touched While roman candles Went soaring above us and baby Chorus Then you put your hand in mine And we wandered away I was trembling inside But I wanted to stay Pressed against you there And leave the world behind On that Fourth of July So starry eyed On the flower hillside Breathless and fervid Amid the dandelions As it swept over me Like the wind through the trees I felt you sigh with a Sweet intensity and baby Chorus Then you put your hand in mine And we floated away Delicately lay entwined In an intimate daze A crescent moon began to shine And I wanted to stay Tangled up with you among the fireflies (Bridge) Thunder clouds Hung around So threateningly Ominously hovering And the sky Opened wide Showering Chorus Then you put your hand in mine And we ran from the rain Tentatively kissed goodnight And went our seperate ways And I've never truly felt the way that I Felt the Fourth of July (Outro) Truly I have never felt the same inside Like that Fourth of July Truly I could never feel the same as I Felt that Fourth of July
0,Get Your Number,http://www.metrolyrics.com/get-your-number-lyrics-mariah-carey.html,2005,"[chorus] Oh damn The club 'bout to close in a minute Can I get your number baby So you and I can go get in it Let me come and pick you up oh And go take you out oh Can I get your number baby So I can show you what I'm all about What I'm all about Damn I've been checkin' you out And I noticed that you ain't just one of the crowd So tell me won't you Come on and see about me baby I've got the Crys on ice and I'm 'bout to get nice Up in VIP with all my ladies Tell me how many times in your life Will you get an opportunity like this tonight Tell me a little somethin' about you Here's a little somethin' about me I got a house in Capri and my own G4 And that Benz with the doors that lift up from the floor [chorus] Oh damn The club 'bout to close in a minute Can I get your number baby So you and I can go get in it Let me come and pick you up oh And go take you out oh Can I get your number baby So I can show you what I'm all about What I'm all about Damn Now that you're sitting next to me I bet you're wondering What my intentions are for you And I to get into Baby I just wanna Hug and kiss and love ya Look into my eyes baby don't be shy Is it yes or no We ain't got all night Tell me how many times in your life Will you get an opportunity like this tonight Tell me a little somethin' about you Here's a little somethin' about me I gotta Pip, Penthouse with a sick hot tub We can watch the flat screen While the bubbles fillin'up [chorus] Oh damn The club 'bout to close in a minute Can I get your number baby So you and I can go get in it Let me come and pick you up oh And go take you out oh Can I get your number baby So I can show you what I'm all about What I'm all about Damn La, la, la, la, la, la... oh damn the club 'bout to close in a minute can i get your number baby so you and I can go get in it Let me get come and pick you up oh and go take you out Oh can I get your number baby So I can show you what I'm all about what I'm all about Damn"
0,Giving Me Life,http://www.metrolyrics.com/giving-me-life-lyrics-mariah-carey.html,2018,"[Intro: Mariah Carey] Hey, baby, what's happenin'? How you doin'? We can make it, baby, me and you (Me and you, me and you, me and you, me and you) It wasn't really, wasn't really It wasn't really much at all It wasn't really [Verse 1: Mariah Carey] So, it's summertime, lil splash a wine And forget about it If you're so inclined, let's take a ride tonight So, then maybe if the stars align We'll fix our minds on another tangent And it's kinda like impossible to top this at all [Chorus: Mariah Carey] Giving me life and it's everything Thinkin' 'bout when we were seventeen Feelin' myself like I'm Norma Jeane Here in my arms is where you should be [Post-Chorus: Mariah Carey] It wasn't really, it wasn't really much It wasn't really much at all It wasn't really, it wasn't really Wasn't really much at all [Verse 2: Mariah Carey] Oh, my philosophy Doesn't quite apply to you and me But I won't think too much So, come on and feel my touch It wasn't really much at all Just a little sensitivity, yeah that's all Here in my heart is where you should be Ooh, you are [Chorus: Mariah Carey] Giving me life and it's everything Thinkin' 'bout when we were seventeen Livin' like Babs 'cause it's evergreen Here in my arms is where you should be [Post-Chorus: Mariah Carey & Slick Rick] It wasn't really, it wasn't really much It wasn't really much at all (It really wasn't) It wasn't really, it wasn't really (The Ruler) Wasn't really much at all [Verse 3: Slick Rick] Wassup, ma? Hush, got fly Here's a quest, why you left? Was it my messed up eye? Why? Reminisce, wannabe, huh? See, hon, followed sheep from once the first chick Clark Wallabees on (Beep, beep) Swag, honey drip, spendin' some time Remember them rhymes? Your gold fronts looked better than mines did Was ecstasy, poundin' in the BM Clownin' me and that was way before wore gowns and the skin' Givin' me life [Chorus: Mariah Carey & Slick Rick] Giving me life and it's everything (Mariah Carey) Thinkin' 'bout when we were seventeen Feelin' myself like I'm Norma Jeane (La, la, la-la) Here in my arms is where you should be (Where you should be) Ooh, you are giving me life (Giving me life) And it's everything (Everything) Thinkin' 'bout when we were seventeen (Thinkin' 'bout when we were) Livin' like Babs 'cause it's evergreen ('Cause it's evergreen) Here in my arms is where you should be Ooh, you are giving me life and it's everything (Wasn't really, wasn't really) Thinkin' 'bout when we were seventeen (Got me thinkin' bout' when we were, yeah, yeah) (Wasn't really much at all) Feeling myself like I'm Norma Jeane (Said, I'm feeling myself like I'm) (Wasn't really, wasn't really) Here in my arms is where you should be (Right here in my arms) (Wasn't really much at all) Giving me life and it's everything It was a stone groove, my man You are the most righteous Yeah, right, just get the fuck out (Get the fuck out, get the fuck out Get the fuck out, get the fuck out) [Outro: Mariah Carey] Oh, oh, oh-oh, oh Giving me life and it's all (Giving me life) Giving me life, da-da-da, yeah (Yeah, givin', givin' me life) Giving me life and it's all (Wasn't really much at all, much at all) (Giving me life) Giving me life and it's all (Wasn't really, wasn't really) Giving me life and it's all Giving me life and it's all Giving me life and it's all Giving me life and it's all Giving me life and it's all Whoa, whoa-whoa Giving me life and it's all Oh, giving me life and it's all"
0,GTFO,http://www.metrolyrics.com/gtfo-lyrics-mariah-carey.html,2018,"How 'bout you? How 'bout you? You took my love for granted You left me lost and disenchanted Bulldoze my heart as if you planned it My prince was so unjustly handsome Who was a knight in shining armor? I coulda sworn you loved me harder Might as well down this Caymus bottle I ain't the type to play the martyr How 'bout you get the fuck out? How 'bout you get the fuck out? Get the fuck out (How 'bout you) take your tings and be on your merry way Fly off with a wink, bye bye baby How about you scusami baby let me call your valet (You just) take your tings and be on your merry way My friends all saw it in your eyes They told me once, they told me twice I looked beyond all the signs I guess fool's love makes you blind, ay Who was a knight in shining armor? (You, you, you) I coulda swore you loved me harder (You, you, you) Might as well down this Caymus bottle (You, you, you) I ain't the type to play the martyr How 'bout you get the fuck out? (how about) How 'bout you get the fuck out? How about you get the fuck out? (How 'bout you) take your tings and be on your merry way (How 'bout you) fly off with a wink, bye bye, baby (How 'bout you) scusami, let me call your valet (How 'bout you) take your tings and be on your merry way How 'bout you get the fuck out? (Fuck out, fuck out) Don't tell me these lies when you're bluffing How 'bout you get the fuck out? Go stay at your friend's house or something Don't mean to be rude, but take your shit and leave (How 'bout you) Go stay at your friend's house or something (How 'bout you) Go and stay with your homeboy, he was talking to (How 'bout you) I ain't tryna be rude, but you're lucky (How 'bout you) I kicked your ass out last weekend (How 'bout you) take your things and be on your merry way (How 'bout you) fly off with a wink Bye bye, baby"
1,H.A.T.E.U,http://www.metrolyrics.com/hateu-lyrics-mariah-carey.html,2009,"Ah, ah, ah, ah ah Ooh, ooh, ooh, ooh, ooh La, la, la, la Ah, ah, ah, ah ah Once upon a time, we swore not to say goodbye Something got a hold of us, and we changed Then you sat alone in pride, and I sat at home and cried How'd our fairytale just end up this way? We went round for round 'til we knocked love out We were laying in the ring, not making a sound And if that's a metaphor of you and I Why is it so hard to say goodbye? I can't wait to hate you, make you pain like I do Still can't shake you off I can't wait to break through these emotional changes Seems like such a lost cause I can't wait to face you, break you down so low There's no place left to go I can't wait to hate you Oh, this was a love phenomenon no one could explain And I wish I could press reset and feel that feeling again I sit and press rewind and watch us every night Wanna pause it, but I can't make it stay We went round for round 'til we knocked love out We were laying in the ring, not making a sound And if that's a metaphor of you and I Why is it so hard to say goodbye? I can't wait to hate you, make you pain like I do Still can't shake you off I can't wait to break through these emotional changes Seems like such a lost cause I can't wait to face you, break you down so low There's no place left to go I can't wait to hate you No need to call my phone 'cause I changed my number today And matter fact, I think I'm moving away, away Sorry, the frustration's got me feeling awake And I just keep having one last thing to say And I just wanna hold you, touch you, feel you, be near you I miss you baby, baby, baby I'm tired of try'na fake through, but there's nothing I can do Boy, I can't wait to hate you I can't wait to hate you, make you pain like I do Still can't shake you off I can't wait to break through these emotional changes Seems like such a lost cause I can't wait to face you, break you down so low There's no place left to go I can't wait to hate you, baby I can't wait to hate you 'Cause right now I need you I can't wait to let you go"
0,Hark! The Herald Angels Sing,http://www.metrolyrics.com/hark-the-herald-angels-sing-lyrics-mariah-carey.html,2006,Hark! The herald angels sing Glory to the new born King Peace on earth and mercy mild God and sinners reconciled Joyful all ye nations rise Join the triumph of the skies With angelic host proclaim Christ is born in Bethlehem Hark! The herald angels sing Glory to the new born King To the new born King In Excelsis Deo Gloria... In Excelsis Deo In Excelsis Deo
0,Hark! The Herald Angels Sing/Gloria (In Excelsis Deo),http://www.metrolyrics.com/hark-the-herald-angels-singgloria-in-excelsis-deo-lyrics-mariah-carey.html,2008,Hark! The herald angels sing Glory to the new born King Peace on earth and mercy mild God and sinners reconciled Joyful all ye nations rise Join the triumph of the skies With angelic host proclaim Christ is born in Bethlehem Hark! The herald angels sing Glory to the new born King To the new born King In Excelsis Deo Gloria... In Excelsis Deo Hark! The herald angels sing Glory to the new born King Peace on earth and mercy mild God and sinners reconcile Joyful all ye nations rise Join the triumph of the skies With angelic host proclaim Christ is born in Bethlehem Hark! The herald angels sing Glory to the new born King To the new born King In Excelsis Deo
0,Hark! The Herald Angles Sing/Gloria (in Excelsis Deo),http://www.metrolyrics.com/hark-the-herald-angles-singgloria-in-excelsis-deo-lyrics-mariah-carey.html,2007,Hark! The herald angels sing Glory to the new born King Peace on earth and mercy mild God and sinners reconciled Joyful all ye nations rise Join the triumph of the skies With angelic host proclaim Christ is born in Bethlehem Hark! The herald angels sing Glory to the new born King To the new born King In Excelsis Deo Gloria... In Excelsis Deo Hark! The herald angels sing Glory to the new born King Peace on earth and mercy mild God and sinners reconcile Joyful all ye nations rise Join the triumph of the skies With angelic host proclaim Christ is born in Bethlehem Hark! The herald angels sing Glory to the new born King To the new born King In Excelsis Deo
4,Hate You,http://www.metrolyrics.com/hate-you-lyrics-mariah-carey.html,2009,"ah.. ahh.. ahh.. ahh.. ahh.. ooh ooh ooh ooh ooh.. la la la.. ahh.. ahh.. ooh.. ahh.. ooh.. once upon a time, we swore not to say goodbye something got a hold of us and we changed then you sat alone in pride and I sat at home and cried how'd our fairytale just end up this way we went round for round til' we knocked love out we were laying in the ring, not making a sound and if that's a metaphor of you and I why is it so hard to say goodbye I can't wait to hate you make you, pain like i do.. still can't shake you off.. I can't wait to break through these emotional changes.. seems like such a loss cause I can't wait to face you, break you, down so low there's no place left to go.. I can't wait to hate you.. love is, was a love phenomenon no one could explain and i wish, i could press reset and feel that feeling again i sit and press rewind and watch us every night.. wanna pause it, but i can't make it stay we went round for round til' we knocked love out we were laying in the ring, not making a sound and if that's a metaphor of you and I why is it so hard to say goodbye I can't wait to hate you make you, pain like i do.. still can't shake you off.. I can't wait to break through these emotional changes.. seems like such a loss cause I can't wait to face you, break you, down so low there's no place left to go.. I can't wait to hate you.. uh uh uh.. no need to call my phone cause I changed my number today a matter a fact, I think I'm moving away (away) sorry, the frustrations got me feeling awake and i just keep having one last thing to say and i just wanna hold you, touch you, feel you, be near you, i miss you baby baby baby.. I'm tired of tryna fake through, but there's nothing I can do.. boy I can't wait to hate you.. I can't wait to hate you make you, pain like i do.. still can't shake you off.. I can't wait to break through these, emotional changes.. seems like such a lost cause I can't wait to face you, break you, down so low there's no place left to go.. I can't wait to hate you.. baby.. I can't wait to H.A.T.E.U. Cuz right now i need you I Can't wait to let you go"
1,Heart,http://www.metrolyrics.com/heart-lyrics-mariah-carey.html,2013,
4,HeartBreaker,http://www.metrolyrics.com/heartbreaker-lyrics-mariah-carey.html,2012,"Yeah Aight (We're gonna do it like this) Let's go Jigga Gimme your love (16x) Hey, you gotta bounce to this like this You almost kinda watching this Aha Whooo! Escape Ooh your love's so good I don't wanna let go And although I should I can't leave you alone 'Cause you're so disarming I'm caught up in the midst Of you and I can not resist at all Boy if I do The things you want me to The way I used to do Would you love me baby Or leave me feelin' blue Would you go and break my heart? Heartbreaker you've got the best of me But I just keep on coming back incessantly Oh why did you have to run your game on me? I should have known right from the start You'd go and break my heart Gimme your love (8x) It's a shame to be So euphoric and weak When you smile at me And you tell me the things That you know are stated To relinquish my love to you But I can not resist at all Boy if I do The things you want me to The way I used to do Would you love me baby Or leave me feelin' blue Would you go and break my heart? Heartbreaker you've got the best of me But I just keep on coming back incessently Oh why did you have to run your game on me? I should have known right from the start You'd go and break my heart (Jay-Z rap): OK Cool Aight Yo She wanna shop wit Jay Play box wit Jay She wanna pillowfight in the middle of the night She wanna drive my Benz with five of her friends She wanna creep past the block, spyin' again She wanna roll wit Jay, chase skeeos away She wanna fight wit lame chicks, blow my day She wanna respect the rest, kick me to the curb If she find one strand a hair longer than hers She want Make love in the Jacuzzi Rub up in the movies Access to the old crib, Keys to da newbie She wanna Answer the phone Tattoo her arm Last one I got her Sent it back to her mom She call me heartbreaker When we apart it makes her Wanna piece of paper, Scribble down 'I hate ya' But she know she love Jay because She love everything Jay say, Jay does, and a... Heartbreaker you've got the best of me But I just keep on coming back incessently Oh why did you have to run your game on me? I should have known right from the start You'd go and break my heart Heartbreaker you've got the best of me But I just keep on coming back incessantly Oh why did you have to run your game on me? I should have known right from the start You'd go and break my heart"
0,HeartBreaker (remix),http://www.metrolyrics.com/heartbreaker-remix-lyrics-mariah-carey.html,2007,"Hi Blazing hip hop and R&B DJ Clue, Desert Storm New Mariah Often immitated, never duplicated Whatever, look they can't do it like though W-C-L-U-E Just play the record, Clue Guess who's back in the motherf*ckin' house With two big tigglebitties for your mouth Heartbreakers must partake in the sensation So So Def and Clue hits in the making Oh, guess who's driving the 5 double o Like Yipi Yi Yipi Yo yeah When I talk smack y'all better skip back Like here we go, cause the bitch don't play Ooh, your love's so good I don't wanna let go And although I should I can't leave you alone Cause you're so disarming I'm caught up in the midst of you And I cannot resist at all Boy if I do The things you want me to The way I used to do Would you love (love) me (me) baby Or leave me feeling used Would you go and break my heart Heartbreaker you've got the best of me But I just keep coming back incessantly (Keep comin boy, oh why) Oh why did you have to run your game on me (Did you) I should of known right from the start (I shoulda known right from the start you'd go and break my heart) You'd go and break my heart I need someone to give me some real love I need someone to give me some real love I need someone to give me some real love I need someone to give me some real love Ooh, real Said I need somebody Why, when I met you that night baby I didn't know it wouldn't last I gave my love to you honey Wish I could take it all back See I have never met a guy (C'mon, yea yea) That would spend time telling lies (C'mon yea yea, yea yea) Should've know you'd break my heart Well if Da Brat gave a fuck about a nigga My heart would be broke Should of know you were star struck When I left your stroke My guards were up in the beginning But then I gave you my heart and you broke it again I'm a fool when you smile at me, I'm convinced I get caught up in you and I just can't resist I know you lie to me, it just drive me nuts That one kiss could persuade me to believe your bluffs You set it up and impressed me with gifts and rings I wish love was dollars cause shit money ain't a thang Cause Iluminati and MC move the party I got a heater ready to blaze somebody It's that dummy you, it's that for each member of my crew In fact, I'ma heartbreak you Lay you flat on your back You really don't know So I advise you not to trust me no Yo, yo Baby, I the real thing So why you got me sweating you constantly baby Baby, I got that good thing So while you're making love to me you crazy baby (Oh!) I like the way he used to spank me He used to lie me on my back take that! He used to have me in the sack, legs back But now he be buggin' lately Hey boy why you actin' stinky I keep ya stiff like wood baby So if you wanna keep a good lady You need to stop with all the heartbreaking Heartbreaker you've got the best of me (Oh boy you got the best of me) But I just keep coming back incessantly (I keep on coming babe) Oh why did you have to run your game on me (Why did you have run your game) I should of known right from the start (Right from the start that you'd) You'd go and break my heart Heartbreaker you've got the best of me But I just keep coming back incessantly Oh why did you have to run your game on me I should of known right from the start You'd go and break my heart [fade] I need someone to give me some real love..."
0,Heat,http://www.metrolyrics.com/heat-lyrics-mariah-carey.html,2008,"HEAT Heat Heat Heat Heat Heat Heat Heat Heat Heat Heat Heat Heat Heat Heat Heat Ahhh They said I couldn't come no harder Can't sleep on this heat don't bother They said I couldn't they said I couldn't Can't sleep on this heat don't bother I see you with your favorite dress on again I guess you thought that you were slick But I already peeped You got your tag tucked in You're strugglin' Tryin' to look cute in your best friend's boots But they don't hardly fit Why you back again Tryin' to steal my man I told you once before but You don't hear me I ain't who you think I'm is I will snatch off all this ish You think I won't come out these heels And make it clear I ain't the one You think I won't f**k up my hair And take it there I ain't the one Keep your hands up off my boo Ain't no telling what I'll do What makes you think you fly enough to Take my man, no Sho ain't the one Sho ain't the one I ain't the one All these J.O.'s want what's mine But they done lost their mind They on him like the ice cream man, Night and day Why I got to fight to keep 'em all away They crammin' but they know They can't have none Obsessin' but they're messin' with the wrong one I ain't who you think I'm is I will snatch off all this ish You think I won't come out these heels And make it clear I ain't the one You think i won't f**k up my hair And take it there I ain't the one Keep your hands up off my boo Ain't no telling what I'll do What makes you think you fly enough to Take my man, no I ain't the one They said I couldn't come no harder Can't sleep on this heat don't bother They said I couldn't come no harder Can't sleep on this heat don't bother They said I couldn't come no harder Can't sleep on this heat don't bother They said I couldn't they said I couldn't Can't sleep on this heat don't bother You think I won't come out these heels And make it clear I ain't the one You think I won't f**k up my hair And take it there I ain't the one Keep your hands up off my boo Ain't no telling what I'll do What makes you think you fly enough to Take my man I ain't the one Sho ain't the one Sho ain't the one"
0,Heavenly (No Ways Tired/Can't Give Up Now),http://www.metrolyrics.com/heavenly-no-ways-tiredcant-give-up-now-lyrics-mariah-carey.html,2014,"There will be mountains that I will have to climb And there will be battles that I will have to fight But victory or defeat, it's up to me to decide But how can I expect to win if I never try? I just can't give up now Come too far from where I started from Nobody told me, the road would be easy And I don't believe he's brought me this far to leave me Never said there wouldn't be trials Never said I wouldn't fall Never said that everything would go the way I wanted to go But when my back is against the wall And I feel all hope is gone I'll just lift my head up to the sky And say, ""Help me to be strong"" I just can't give up now Come too far from where I started from Nobody told me, the road would be easy And I don't believe he's brought me this far to leave me No you didn't bring me out here to leave me lonely Even when I can't see clear I know that you are with me so I pray I just can't give up now Come too far from where I started from Nobody told me, the road would be easy And I don't believe he's brought me this far to leave me I just can't give up now Come too far from where I started from Nobody told me, the road would be easy And I don't believe he's brought me this far to leave me I just can't give up now Come too far from where I started from Nobody told me, the road would be easy And I don't believe he's brought me this far to leave me I just can't give up now Come too far from where I started from Nobody told me, the road would be easy And I don't believe he's brought me this far to leave me"
0,Here Comes Santa Claus,http://www.metrolyrics.com/here-comes-santa-claus-lyrics-mariah-carey.html,2010,"Here comes Santa Claus Here comes Santa Claus Right down Santa Claus Lane Vixen and Blitzen, and all his reindeer Pulling on the reins. Bells are ringing, children singing, All is merry and bright. Hang your stockings with Christmas cheer, 'Cause Santa Claus comes tonight. Oh ho ho Who would I go Oh ho ho Who would I go Up on a house top Click click click 'Cause Santa Claus comes tonight. So gather 'round Gather 'round Until night becomes the day Gather 'round, gather 'round We're gonna have a good time and celebrate So gather 'round Gather 'round Until night becomes the day Gather 'round, gather 'round We're gonna have a good time and celebrate Here comes Santa Claus Here comes Santa Claus Right down Santa Claus Lane Vixen and Blitzen and all his reindeer Pulling on the reins. Bells are ringing, children singing, All is merry and bright. Hang your stockings with Christmas cheer, 'Cause Santa Claus comes tonight Santa Claus is coming tonight Santa Claus is coming tonight Santa Claus is coming tonight"
7,Hero,http://www.metrolyrics.com/hero-lyrics-mariah-carey.html,2009,There's a hero If you look inside your heart You don't have to be afraid Of what you are There's an answer If you reach into your soul And the sorrow that you know Will melt away And then a hero comes along With the strength to carry on And you cast your fears aside And you know you can survive So when you feel like hope is gone Look inside you and be strong And you'll finally see the truth That a hero lies in you It's a long road When you face the world alone No one reaches out a hand For you to hold You can find love If you search within yourself And the emptiness you felt Will disappear And then a hero comes along With the strength to carry on And you cast your fears aside And you know you can survive So when you feel like hope is gone Look inside you and be strong And you'll finally see the truth That a hero lies in you Lord knows Dreams are hard to follow But don't let anyone Tear them away Hold on There will be tomorrow In time You'll find the way And then a hero comes along With the strength to carry on And you cast your fears aside And you know you can survive So when you feel like hope is gone Look inside you and be strong And you'll finally see the truth That a hero lies in you That a hero lies in you That a hero lies in you
0,Heroe,http://www.metrolyrics.com/heroe-lyrics-mariah-carey.html,2007,Como un libro que no sabes el final y te asusta lo que lees asi la vida es cuando naces ya te expones al dolor y de apoco y con valor logras crecer (coro) y con un libro al corazon nos ense̱a que hay temor que hay fracasos y maldad que hay batallas que ganar y cada pagina el amor nos convierte en luchador y descubres lo comun no hay un heroe como tu son muy pococs que se arriesgan por amor pero tu tienes la fe y eso lo es todo no te caigas que vivir es aprender y no hay nada que temer si crees en ti (coro) y con un libro al corazon nos ense̱a que hay temor que hay fracasos y mmaldad que hay batallas que ganar y cada pagina el amor nos convierte en luchador y descubres lo comun no hay un heroe como tu solo dios sabe donde y cuando la vida nos dira lo has hecho bien solo con un sue̱o solo sabras como vencer (coro) y con un libro al corazon nos ense̱a que hay temor que hay fracasos y maldad que hay batallas que ganar y cada pagina el amor nos convierte en luchador y descubres lo comun no hay un heroe como tu no hay un heroe como tu no hay un heroe como tu.
5,Honey,http://www.metrolyrics.com/honey-lyrics-mariah-carey.html,2012,"Oh oh Honey got me hooked on you I like that Aaa aaa, aaa, aaa (C'mon) (M C) Aaa, aaa, aaa Nah nah nah ta ta nah (C'mon) (Yea) Ta nah nah, na na nah ta nah Nah nah nah na (MC) Nah nah nah ta nah Da ta na, nah nah nah, ta ta nah (I like that) Na na na da, da, da (Let's go) Oh honey, you can have me when you want me Yea You simply ask me to be there (Aha) And you're the only one who makes me come running 'Cause what you got is far beyond compare, ohh And its just like honey (Yea) When your love comes over me (When your love, comes over me) (That's right) Oh baby, I've got a dependancy (I've got) Always strung out for another taste of your honey It's like honey really washes over me You know sugar never ever was so sweet And I'm dyin' for ya, cryin' for ya, I adore ya (Cryin' hoo) One hit of your love addicted me (Yeah) Now I'm strung out on you darlin' Don't you see every night and day I can't hardly wait for another taste of honey Honey can't describe (Woh) How good it feels inside? (Haa) (Honey) Honey can't describe (Yea) How good it feels inside? Yea yea ohh oh I can't be elusive with you honey (I like that) 'Cause it's blatant that I've feeling you (Yea) It's too hard for me to leave abruptly You're the only thing I wanna do And it's just like honey When your love comes over me (When your love comes over me) Oh baby, I've got a dependancy (Someday yea) Always strung out for another Taste of your honey (Ohh yea) It's like honey really washes over me You know sugar never ever was so sweet (Aaa) And I'm dyin' for ya, cryin' for ya, I adore ya (Aaa) One hit of your love addicted me (I need you bad) (Oh your love addicted me) Now I'm strung out on you darlin' Don't you see every night and day (I can't wait, for your love) I can't hardly wait for another taste of honey (Baby I can't all the way) Harlem world we won't stop for Mariah, you're on fire (Honey I can't describe (How good it feels inside) (Got the help from all the saints) Harlem world we won't stop, so Mariah, take us higher (Honey I can't describe) (How good it feels inside) Harlem world we won't stop, for Mariah, you're on fire (Honey I can't describe, come speak to me) Harlem world we won't stop, so Mariah, take us higher Break it down (Whoa whoa, yeah) (Every little thing you do) Now, what we gonna do right here? Is we gonna smooth it out? (Hoo) C'mon (Ohh ohh) (Honey got me hooked on you) (Aaa) MC (Ha ha ha) And she won't stop (Honey) It's like honey really washes over me (It's like) You know sugar never ever was so sweet (Need your love) And I'm dyin' for ya, cryin' for ya, I adore ya (I need your love, right now baby) One hit of your love addicted me (Ohh) Now I'm strung out on you darlin' (Ohh) Don't you see every night and day (Need) I can't hardly wait for another taste of honey (I need a taste of honey) It's like honey really washes over me (Yeah) (I need) You know sugar never ever was so sweet And I'm dyin' for ya, cryin' for ya, I adore ya (Honey I) (Mc) Honey One hit of your love addicted me (Oh bad) Now I'm strung out on you darlin' Don't you see every night and day (Cute) I can't hardly wait for another taste of honey (Honey I) (P V) (Honey I) (P V) It's like honey really washes over me (Rock on) (I nee eee eed it, nee eee eed it) You know sugar never ever was so sweet (That's right) (I nee eee eed it, nee eee eed it, babe) And I'm dyin' for ya, cryin' for ya, I adore ya (Honey I) One hit of your love addicted me (I nee eee eed it, nee eee eed it, babe) Now I'm strung out on you darlin' Don't you see every night and day (I nee eee eed it, nee eee eed it, babe) I can't hardly wait for another taste of honey (I nee eee eed it, nee eee eed it, babe)"
2,Honey (bad Boy Remix),http://www.metrolyrics.com/honey-bad-boy-remix-lyrics-mariah-carey.html,2006,"Oh, oh Honey got me hooked on you I like that I thought I told you (Ah...) That we won't stop Ooh, ooh (Come on) All the money in the world Couldn't even amount To a teaspoon of honey That'll melt in your mouth (That's right) It's The Lox and Mariah You know you checkin this out You know they deal a few meals Every time she come out With her blowin' And us flowin' There ain't nuthin left for us to talk about But a whole lot of doe And every current affair We there Keepin' your hands in the air Like we just don't care (Come On) Don't be a liar Would you change your attire Get a bomb like Hillshire Wit the honey like Mariah Scream to the ranch then ride a horse Then come back to the city Pushin' a Rolls Royce Honey you can have me When you want me If you simply ask me to be there And you're the only one who Makes me come running 'Cause what you got is far Beyond compare And it's just like honey When your love comes over me (That's right) Oh baby I've got a dependency Always strung out for another Taste of your honey (Uh huh) It's like honey when it washes over me You know sugar never ever was so sweet And I'm dying for you cryin' for you I adore you One hit of your love addicted me Now I'm strung out on you darlin' Don't you see every night and day I can hardly wait for another taste of honey Honey I can't describe How good it feels inside Honey I can't describe How good it feels inside Yeah, ooh Oh, I can't be elusive with you honey (I like that) Because it's blatant that I'm feeling you And it's too hard for me to leave abruptly 'Cause you're the only thing I wanna do And it's just like honey When your love comes over me Oh baby I've got a dependency Always strung out For another taste of your honey You know Mase huff, We Puff We blow your house down Bring that Harlem world sound Directly to your town In fact This is why I act like that I ain't dropped one single And I made this money back I rock so swell, I gotta prevail First rap superstar dominating pop sales You never wish me well Cause it start to sell And it land me with Pretty women in the Swiss hotel And girls that mean a lot I get em from the shop Buy them everything they got From the jeans to the watch You wanna be my misses You gotta meet me Wanna spoil you with my bitches And you could tell that Mase is real Cause he do real things And I make things that's average look real mean When it comes to sex I got the real thing So when you cover your mouth They could hear you still scream Baby I can love you babe (Tell the world we won't stop Mariah you're on fire) Gotta hold on love thy saints (Tell the world we won't stop Mariah take us higher) Ooohh (Tell the world we won't stop Mariah you're on fire) Ooohh (Tell the world we won't stop Mariah take us higher) Oooh, woah Every little thing you do (Now what we gonna do right here, we gonna smooth it out, come on) Ooh, woah, honey got me hooked on you (MC, and she won't stop) Honey, it's like It's like honey when it washes over me You know sugar never ever was so sweet And I'm dying for you cryin' for you I adore you One hit of your love addicted me Now I'm strung out on you darlin' Don't you see every night and day I can hardly wait for another taste of honey"
0,Honey (remix),http://www.metrolyrics.com/honey-remix-lyrics-mariah-carey.html,2006,
0,Honey (So So Def Mix),http://www.metrolyrics.com/honey-so-so-def-mix-lyrics-mariah-carey.html,2008,Honey you can have me When you want me If you simply ask me to be there And you're the only one who Makes me come running Cause what you got is far Beyond compare And it's just like honey When your love comes over me Oh baby I've got a dependency Always strung out for another Taste of your honey It's like honey when it washes over me You know sugar never ever was so sweet And I'm dying for you cryin' for you I adore you One hit of your love addicted me Now I'm strung out on you darlin' Don't you see every night and day I can hardly wait for another taste of honey Honey I can't describe How good it feels inside Honey I can't describe How good it feels inside I can't be elusive With you honey Because it's blatant That I'm feeling you And it's too hard for me To leave abruptly Cause you're the only thing I wanna do And it's just like honey When your love comes over me Oh baby I've got a dependency Always strung out for another Taste of honey It's like honey when it washes over me You know sugar never ever was so sweet And I'm dying for you cryin' for you I adore you One hit of your love addicted me Now I'm strung out on you darlin' Don't you see every night and day I can hardly wait for another taste of honey
